Unnamed: 0	year	title	abstract	Targeted organisms	Technical target	Methods	Topics	_title_key	microbial_related_auto	microbial_related_manual
5464	2014	The coffee genome hub: a resource for coffee genomes						the coffee genome hub: a resource for coffee genomes	no	
3260	2014	Wardrobe Experiment Management System for Integrated Analysis of Epigenomics Data						wardrobe experiment management system for integrated analysis of epigenomics data	no	
2179	2017	The future of metabolomics in ELIXIR						the future of metabolomics in elixir	no	
2739	2023	Paslahepevirus balayani (Hepatitis E Virus) in Italian Nonungulate Wildlife: Molecular Detection and Characterization of an Isolate from a Crested Porcupine (Hystrix cristata)	Abstract: Paslahepevirus balayani (hepatitis E virus [HEV]) is the causative agent of hepatitis E, a worldwide zoonosis involving a wide range of hosts among domestic and wild animals. This species is characterized by a great genomic heterogeneity and includes eight genotypes, HEV-1 to HEV-8. The HEV-3 genotype is one of the most common types circulating in Italy in humans and Suidae. Although domestic and wild Sus scrofa and deer (Cervidae) are recognized as the main reservoirs of HEV, several other wild species are potential carriers. A total of 228 liver samples were collected from nonungulate wild animals, found dead, in the framework of the regional passive surveillance program in Umbria and Marche regions (central Italy) during 2018–20. These were tested using real-time reverse-transcriptase PCR (RT-PCR) for detection of RNA of HEV-1 to HEV-4 and confirmed by nested RT-PCR assay. One of the 11 samples collected from crested porcupines (Hystrix cristata) tested positive for the presence of HEV RNA; all other samples were negative. Sequence analysis based on the full-length genome revealed that this isolate, 49434/UM/2018 (accession no. OL658617), belongs to the HEV-3e subtype. These findings suggest a potential role of crested porcupines as a carrier of HEV infection.	Virus	Isolate	(Meta)genomics	Health & Disease	paslahepevirus balayani (hepatitis e virus) in italian nonungulate wildlife: molecular detection and characterization of an isolate from a crested porcupine (hystrix cristata)	yes	
10688	2025	Assessing the validity of leucine zipper constructs predicted by AlphaFold						assessing the validity of leucine zipper constructs predicted by alphafold	no	
274	2023	GroEL-proteotyping of bacterial communities by tandem mass spectrometry	Profiling bacterial populations in mixed communities is a common task in microbiology. 16S rRNA-based sequencing is a widely accepted and functional approach but relies on amplification primers and cannot quantify isotope incorporation. Tandem mass spectrometry proteotyping is an effective alternative for taxonomically profiling microorganisms. We suggest that targeted proteotyping approaches can complement traditional population analyses. Therefore, we describe an approach to assess bacterial community compositions at the family level using the taxonomic marker protein GroEL, which is ubiquitously found in bacteria, except few obligate intracellular species. We refer to our method as GroEL-proteotyping. GroEL-proteotyping is based on high-resolution tandem mass spectrometry of GroEL peptides and identification of GroEL-derived taxa via a Galaxy workflow and a subsequent Python-based analysis script. Its advantage is that it can be performed with a curated and extendable sample-independent database and that GroEL can be pre-separated by SDS-PAGE to reduce sample complexity, improving GroEL identification while simultaneously decreasing the instrument time. GroEL-proteotyping was validated by employing it on a comprehensive raw data set obtained through a metaproteome approach from synthetic microbial communities as well as real human gut samples. Our data show that GroEL-proteotyping enables fast and straightforward profiling of highly abundant taxa in bacterial communities at reasonable taxonomic resolution.	Bacteria, Microbiome	Community (taxonomy) profiling, Functional analysis	Metabarcoding, (Meta)proteomics, Metaproteomics		groel-proteotyping of bacterial communities by tandem mass spectrometry	yes	
4824	2012	Data mining as a discovery tool for imprinted genes.						data mining as a discovery tool for imprinted genes.	no	
3998	2012	lociNGS: A Lightweight Alternative for Assessing Suitability of Next-Generation Loci for Evolutionary Analysis						locings: a lightweight alternative for assessing suitability of next-generation loci for evolutionary analysis	no	
461	2024	Parasympathetic neurons derived from human pluripotent stem cells model human diseases and development.						parasympathetic neurons derived from human pluripotent stem cells model human diseases and development.	no	
256	2025	Reproducible research policies and software/data management in scientific computing journals: a survey, discussion, and perspectives						reproducible research policies and software/data management in scientific computing journals: a survey, discussion, and perspectives	no	
9719	2015	GenPlay Multi-Genome, a tool to compare and analyze multiple human genomes in a graphical interface						genplay multi-genome, a tool to compare and analyze multiple human genomes in a graphical interface	no	
7243	2021	Polyamine metabolism is a central determinant of helper T cell lineage fidelity						polyamine metabolism is a central determinant of helper t cell lineage fidelity	no	
2506	2016	A novel TPM2 gene splice-site mutation causes severe congenital myopathy with arthrogryposis and dysmorphic features						a novel tpm2 gene splice-site mutation causes severe congenital myopathy with arthrogryposis and dysmorphic features	no	
1208	2016	Ten simple rules for making research software more robust						ten simple rules for making research software more robust	no	
9325	2016	Phase specific transcriptional regulation of circadian clock and metabolism in mouse liver						phase specific transcriptional regulation of circadian clock and metabolism in mouse liver	no	
3454	2014	DistillFlow: removing redundancy in scientific workflows						distillflow: removing redundancy in scientific workflows	no	
2287	2017	Software Defined Cyberinfrastructure						software defined cyberinfrastructure	no	
2894	2015	Araport: an application platform for data discovery						araport: an application platform for data discovery	no	
